"Rk","G","Month","Day","Year","Age.Year","Age.Day","Tm","X","Opp","X.1","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","PM","Season","Date","Status","Name","LName"
46,46,2,2,1992,28,350,"CHI","@","LAL","W (+6)",1,"44:00:00",13,27,0.481,1,1,1,6,8,0.75,0,8,8,11,2,0,5,4,33,24,NA,8,1992-02-02,"Regular Season","Michael","Jordan"
47,47,2,3,1992,28,351,"CHI","@","UTA","L (-3)",1,"56:00:00",13,34,0.382,1,1,1,7,9,0.778,2,11,13,8,2,1,2,5,34,23.6,NA,8,1992-02-03,"Regular Season","Michael","Jordan"
48,48,2,11,1992,28,359,"CHI","","NJN","W (+20)",1,"34:00:00",13,23,0.565,0,0,NA,8,9,0.889,1,5,6,7,4,2,3,2,34,31.4,NA,8,1992-02-11,"Regular Season","Michael","Jordan"
49,49,2,13,1992,28,361,"CHI","@","NYK","W (+21)",1,"35:00:00",4,15,0.267,0,0,NA,9,11,0.818,0,2,2,5,1,0,1,1,17,11,NA,8,1992-02-13,"Regular Season","Michael","Jordan"
50,50,2,15,1992,28,363,"CHI","","NYK","W (+1)",1,"42:00:00",9,24,0.375,0,0,NA,11,12,0.917,1,4,5,2,2,2,3,3,29,17.9,NA,8,1992-02-15,"Regular Season","Michael","Jordan"
51,51,2,17,1992,29,0,"CHI","","CLE","L (-1)",1,"43:00:00",21,32,0.656,0,1,0,4,5,0.8,1,3,4,6,0,0,3,1,46,34,NA,8,1992-02-17,"Regular Season","Michael","Jordan"
52,52,2,19,1992,29,2,"CHI","@","ORL","W (+13)",1,"38:00:00",11,23,0.478,0,1,0,5,7,0.714,5,5,10,8,2,0,3,1,27,23.7,NA,8,1992-02-19,"Regular Season","Michael","Jordan"
53,53,2,21,1992,29,4,"CHI","@","ATL","W (+15)",1,"46:00:00",14,23,0.609,0,0,NA,5,6,0.833,1,9,10,14,4,0,4,2,33,34.5,NA,8,1992-02-21,"Regular Season","Michael","Jordan"
54,54,2,22,1992,29,5,"CHI","","MIN","W (+15)",1,"35:00:00",13,27,0.481,0,3,0,4,6,0.667,2,4,6,8,1,2,1,2,30,24.3,NA,8,1992-02-22,"Regular Season","Michael","Jordan"
55,55,2,25,1992,29,8,"CHI","@","DET","L (-2)",1,"42:00:00",11,22,0.5,0,0,NA,1,3,0.333,1,3,4,6,4,1,1,2,23,19.9,NA,8,1992-02-25,"Regular Season","Michael","Jordan"
56,56,2,26,1992,29,9,"CHI","","WSB","W (+19)",1,"27:00:00",10,17,0.588,1,3,0.333,5,6,0.833,2,2,4,1,2,0,0,0,26,22.4,NA,8,1992-02-26,"Regular Season","Michael","Jordan"
57,57,2,28,1992,29,11,"CHI","@","MIL","W (+4)",1,"41:00:00",8,18,0.444,0,0,NA,8,10,0.8,1,5,6,6,2,2,2,2,24,20.8,NA,8,1992-02-28,"Regular Season","Michael","Jordan"
58,58,3,1,1992,29,13,"CHI","","POR","W (+20)",1,"36:00:00",10,23,0.435,0,2,0,11,12,0.917,0,9,9,7,3,0,5,3,31,22.9,NA,8,1992-03-01,"Regular Season","Michael","Jordan"
59,59,3,3,1992,29,15,"CHI","","IND","L (-2)",1,"39:00:00",12,21,0.571,0,0,NA,3,5,0.6,2,5,7,5,0,1,2,3,27,20.2,NA,8,1992-03-03,"Regular Season","Michael","Jordan"
60,60,3,5,1992,29,17,"CHI","@","MIN","W (+13)",1,"39:00:00",14,26,0.538,0,0,NA,5,5,1,1,4,5,5,1,1,1,3,33,25.3,NA,8,1992-03-05,"Regular Season","Michael","Jordan"
61,61,3,6,1992,29,18,"CHI","","MIA","W (+42)",1,"28:00:00",12,20,0.6,0,1,0,3,3,1,0,6,6,2,2,1,2,2,27,20.9,NA,8,1992-03-06,"Regular Season","Michael","Jordan"
62,62,3,8,1992,29,20,"CHI","@","PHI","W (+4)",1,"43:00:00",12,26,0.462,0,1,0,10,13,0.769,3,8,11,8,1,0,1,3,34,28.3,NA,8,1992-03-08,"Regular Season","Michael","Jordan"
63,63,3,11,1992,29,23,"CHI","","BOS","W (+34)",1,"35:00:00",14,23,0.609,0,0,NA,4,4,1,0,13,13,3,0,2,4,2,32,24.1,NA,8,1992-03-11,"Regular Season","Michael","Jordan"
64,64,3,14,1992,29,26,"CHI","@","ORL","W (+16)",1,"38:00:00",11,22,0.5,0,1,0,4,4,1,1,9,10,9,5,0,3,1,26,26.3,NA,8,1992-03-14,"Regular Season","Michael","Jordan"
65,65,3,16,1992,29,28,"CHI","@","MIA","W (+16)",1,"39:00:00",15,27,0.556,0,2,0,7,7,1,2,7,9,13,0,1,3,1,37,34,NA,8,1992-03-16,"Regular Season","Michael","Jordan"
66,66,3,17,1992,29,29,"CHI","@","NJN","W (+11)",1,"45:00:00",16,32,0.5,0,0,NA,8,12,0.667,4,6,10,4,2,2,1,3,40,31,NA,8,1992-03-17,"Regular Season","Michael","Jordan"
67,67,3,19,1992,29,31,"CHI","@","WSB","W (+6)",1,"43:00:00",19,30,0.633,1,1,1,12,15,0.8,2,9,11,3,1,1,0,3,51,43.1,NA,8,1992-03-19,"Regular Season","Michael","Jordan"
68,68,3,21,1992,29,33,"CHI","","ORL","L (-3)",1,"38:00:00",10,22,0.455,0,0,NA,5,7,0.714,6,9,15,4,2,1,3,1,25,21.8,NA,8,1992-03-21,"Regular Season","Michael","Jordan"
69,69,3,24,1992,29,36,"CHI","","DEN","W (+13)",1,"41:00:00",18,31,0.581,2,3,0.667,12,13,0.923,0,6,6,6,3,0,3,0,50,41.1,NA,8,1992-03-24,"Regular Season","Michael","Jordan"
70,70,3,28,1992,29,40,"CHI","","CLE","W (+24)",1,"37:00:00",21,32,0.656,0,1,0,2,2,1,0,4,4,6,3,0,1,2,44,36.6,NA,8,1992-03-28,"Regular Season","Michael","Jordan"
71,71,3,31,1992,29,43,"CHI","@","NYK","W (+6)",1,"40:00:00",13,23,0.565,0,1,0,10,12,0.833,3,1,4,3,3,1,3,1,36,29.1,NA,8,1992-03-31,"Regular Season","Michael","Jordan"
72,72,4,1,1992,29,44,"CHI","","CHH","W (+6)",1,"39:00:00",11,22,0.5,1,3,0.333,8,10,0.8,1,1,2,5,3,0,2,2,31,23.9,NA,8,1992-04-01,"Regular Season","Michael","Jordan"
73,73,4,3,1992,29,46,"CHI","","LAC","W (+11)",1,"42:00:00",5,17,0.294,0,2,0,5,6,0.833,0,6,6,7,2,0,5,4,15,6.8,NA,8,1992-04-03,"Regular Season","Michael","Jordan"
74,74,4,5,1992,29,48,"CHI","@","BOS","L (-11)",1,"40:00:00",12,28,0.429,0,3,0,2,2,1,0,2,2,2,3,0,3,4,26,11.6,NA,8,1992-04-05,"Regular Season","Michael","Jordan"
75,75,4,7,1992,29,50,"CHI","","MIL","W (+15)",1,"37:00:00",12,22,0.545,2,5,0.4,4,4,1,0,5,5,7,6,1,3,3,30,28.3,NA,8,1992-04-07,"Regular Season","Michael","Jordan"
76,76,4,10,1992,29,53,"CHI","@","IND","W (+12)",1,"42:00:00",16,30,0.533,1,1,1,2,4,0.5,0,4,4,6,4,0,1,3,35,26.8,NA,8,1992-04-10,"Regular Season","Michael","Jordan"
77,77,4,11,1992,29,54,"CHI","","IND","W (+2)",1,"37:00:00",8,20,0.4,0,0,NA,7,7,1,1,4,5,8,5,1,1,2,23,23.6,NA,8,1992-04-11,"Regular Season","Michael","Jordan"
78,78,4,13,1992,29,56,"CHI","","ATL","W (+7)",1,"23:00",6,12,0.5,0,1,0,0,0,NA,0,1,1,7,3,1,2,1,12,12.5,NA,8,1992-04-13,"Regular Season","Michael","Jordan"
79,79,4,17,1992,29,60,"CHI","@","ATL","W (+26)",1,"32:00:00",9,16,0.563,0,0,NA,3,4,0.75,1,3,4,8,0,0,5,4,21,13.6,NA,8,1992-04-17,"Regular Season","Michael","Jordan"
80,80,4,19,1992,29,62,"CHI","","DET","W (+18)",1,"39:00:00",9,17,0.529,0,0,NA,14,15,0.933,0,2,2,7,2,1,7,2,32,23.7,NA,8,1992-04-19,"Regular Season","Michael","Jordan"
1,1,4,24,1992,29,67,"CHI","","MIA","W (+19)",1,"41:00:00",21,34,0.618,0,0,NA,4,4,1,1,10,11,9,3,1,5,4,46,37.7,NA,8,1992-04-24,"Playoffs","Michael","Jordan"
2,2,4,26,1992,29,69,"CHI","","MIA","W (+30)",1,"35:00:00",12,23,0.522,0,0,NA,9,10,0.9,4,9,13,6,2,0,4,3,33,27.8,NA,8,1992-04-26,"Playoffs","Michael","Jordan"
3,3,4,29,1992,29,72,"CHI","@","MIA","W (+5)",1,"43:00:00",20,30,0.667,0,0,NA,16,18,0.889,1,4,5,5,4,2,2,3,56,49.8,NA,8,1992-04-29,"Playoffs","Michael","Jordan"
4,4,5,5,1992,29,78,"CHI","","NYK","L (-5)",1,"44:00:00",12,23,0.522,0,0,NA,7,8,0.875,1,5,6,3,1,3,2,4,31,23.1,NA,8,1992-05-05,"Playoffs","Michael","Jordan"
5,5,5,7,1992,29,80,"CHI","","NYK","W (+8)",1,"43:00:00",12,24,0.5,0,0,NA,3,8,0.375,1,5,6,5,3,0,2,2,27,18.9,NA,8,1992-05-07,"Playoffs","Michael","Jordan"
6,6,5,9,1992,29,82,"CHI","@","NYK","W (+8)",1,"44:00:00",12,24,0.5,1,3,0.333,7,10,0.7,1,8,9,3,3,1,6,2,32,20.9,NA,8,1992-05-09,"Playoffs","Michael","Jordan"
7,7,5,10,1992,29,83,"CHI","@","NYK","L (-7)",1,"44:00:00",12,26,0.462,0,2,0,5,6,0.833,2,2,4,4,0,0,0,1,29,19.6,NA,8,1992-05-10,"Playoffs","Michael","Jordan"
8,8,5,12,1992,29,85,"CHI","","NYK","W (+8)",1,"40:00:00",11,23,0.478,0,0,NA,15,17,0.882,2,3,5,3,1,0,4,3,37,24.7,NA,8,1992-05-12,"Playoffs","Michael","Jordan"
9,9,5,14,1992,29,87,"CHI","@","NYK","L (-14)",1,"45:00:00",9,25,0.36,1,5,0.2,2,4,0.5,0,4,4,8,0,1,7,0,21,6.8,NA,8,1992-05-14,"Playoffs","Michael","Jordan"
10,10,5,17,1992,29,90,"CHI","","NYK","W (+29)",1,"42:00:00",15,29,0.517,0,0,NA,12,13,0.923,3,3,6,4,2,3,5,3,42,31,NA,8,1992-05-17,"Playoffs","Michael","Jordan"
11,11,5,19,1992,29,92,"CHI","","CLE","W (+14)",1,"40:00:00",15,29,0.517,1,2,0.5,2,2,1,1,5,6,7,2,1,1,0,33,27.5,NA,8,1992-05-19,"Playoffs","Michael","Jordan"
12,12,5,21,1992,29,94,"CHI","","CLE","L (-26)",1,"35:00:00",7,22,0.318,0,0,NA,6,7,0.857,8,3,11,3,3,2,6,3,20,12.8,NA,8,1992-05-21,"Playoffs","Michael","Jordan"
13,13,5,23,1992,29,96,"CHI","@","CLE","W (+9)",1,"43:00:00",13,27,0.481,1,1,1,9,10,0.9,3,3,6,9,1,0,5,3,36,26,NA,8,1992-05-23,"Playoffs","Michael","Jordan"
14,14,5,25,1992,29,98,"CHI","@","CLE","L (-14)",1,"44:00:00",15,33,0.455,1,3,0.333,4,5,0.8,2,3,5,6,3,0,5,3,35,20.8,NA,8,1992-05-25,"Playoffs","Michael","Jordan"
15,15,5,27,1992,29,100,"CHI","","CLE","W (+23)",1,"39:00:00",13,28,0.464,0,0,NA,11,12,0.917,0,3,3,5,4,0,0,4,37,29,NA,8,1992-05-27,"Playoffs","Michael","Jordan"
16,16,5,29,1992,29,102,"CHI","@","CLE","W (+5)",1,"44:00:00",10,27,0.37,0,0,NA,9,9,1,1,7,8,8,2,0,3,3,29,20.3,NA,8,1992-05-29,"Playoffs","Michael","Jordan"
17,17,6,3,1992,29,107,"CHI","","POR","W (+33)",1,"34:00:00",16,27,0.593,6,10,0.6,1,1,1,2,1,3,11,2,0,1,0,39,36.9,NA,8,1992-06-03,"Playoffs","Michael","Jordan"
18,18,6,5,1992,29,109,"CHI","","POR","L (-11)",1,"50:00:00",16,32,0.5,0,4,0,7,9,0.778,1,4,5,10,1,0,5,5,39,25.1,NA,8,1992-06-05,"Playoffs","Michael","Jordan"
19,19,6,7,1992,29,111,"CHI","@","POR","W (+10)",1,"41:00:00",11,22,0.5,0,1,0,4,4,1,2,5,7,4,3,0,5,4,26,17.1,NA,8,1992-06-07,"Playoffs","Michael","Jordan"
20,20,6,10,1992,29,114,"CHI","@","POR","L (-5)",1,"44:00:00",11,26,0.423,2,6,0.333,8,8,1,0,5,5,6,0,0,5,4,32,17.3,NA,8,1992-06-10,"Playoffs","Michael","Jordan"
21,21,6,12,1992,29,116,"CHI","@","POR","W (+13)",1,"42:00:00",14,23,0.609,2,4,0.5,16,19,0.842,0,5,5,4,0,1,4,5,46,33.3,NA,8,1992-06-12,"Playoffs","Michael","Jordan"
22,22,6,14,1992,29,118,"CHI","","POR","W (+4)",1,"43:00:00",13,24,0.542,2,3,0.667,5,5,1,1,3,4,4,4,1,4,3,33,25.3,NA,8,1992-06-14,"Playoffs","Michael","Jordan"
1,1,11,6,1992,29,263,"CHI","@","CLE","W (+5)",1,"37:00:00",12,26,0.462,0,2,0,5,6,0.833,3,3,6,2,3,3,2,1,29,22.3,NA,9,1992-11-06,"Regular Season","Michael","Jordan"
2,2,11,7,1992,29,264,"CHI","","ATL","L (-1)",1,"39:00:00",13,29,0.448,1,4,0.25,8,9,0.889,0,4,4,11,4,0,6,4,35,24.8,NA,9,1992-11-07,"Regular Season","Michael","Jordan"
3,3,11,9,1992,29,266,"CHI","","IND","W (+5)",1,"42:00:00",10,20,0.5,0,1,0,4,5,0.8,0,2,2,12,2,0,4,1,24,20.2,NA,9,1992-11-09,"Regular Season","Michael","Jordan"
4,4,11,11,1992,29,268,"CHI","","DET","W (+2)",1,"52:00:00",13,24,0.542,3,3,1,8,10,0.8,2,8,10,4,0,1,5,1,37,26.5,NA,9,1992-11-11,"Regular Season","Michael","Jordan"
5,5,11,13,1992,29,270,"CHI","@","MIL","W (+5)",1,"42:00:00",14,31,0.452,0,2,0,6,8,0.75,3,3,6,4,3,2,5,2,34,21.5,NA,9,1992-11-13,"Regular Season","Michael","Jordan"
6,6,11,14,1992,29,271,"CHI","","DEN","W (+33)",1,"22:00",7,13,0.538,2,5,0.4,2,2,1,0,4,4,7,3,1,2,1,18,19.1,NA,9,1992-11-14,"Regular Season","Michael","Jordan"
7,7,11,17,1992,29,274,"CHI","@","MIN","W (+21)",1,"31:00:00",14,21,0.667,2,2,1,2,3,0.667,1,2,3,5,4,1,3,1,32,28.6,NA,9,1992-11-17,"Regular Season","Michael","Jordan"
8,8,11,19,1992,29,276,"CHI","@","SEA","W (+9)",1,"34:00:00",14,22,0.636,2,4,0.5,5,5,1,1,5,6,2,2,0,2,1,35,28.4,NA,9,1992-11-19,"Regular Season","Michael","Jordan"
9,9,11,20,1992,29,277,"CHI","@","LAL","L (-2)",1,"47:00:00",21,39,0.538,1,2,0.5,11,14,0.786,5,8,13,7,1,3,5,4,54,41.2,NA,9,1992-11-20,"Regular Season","Michael","Jordan"
10,10,11,22,1992,29,279,"CHI","@","PHO","W (+17)",1,"39:00:00",16,27,0.593,0,2,0,8,8,1,0,3,3,7,3,4,1,1,40,37.7,NA,9,1992-11-22,"Regular Season","Michael","Jordan"
11,11,11,24,1992,29,281,"CHI","@","GSW","W (+9)",1,"44:00:00",18,30,0.6,1,3,0.333,12,14,0.857,2,3,5,7,1,1,3,2,49,39.5,NA,9,1992-11-24,"Regular Season","Michael","Jordan"
12,12,11,28,1992,29,285,"CHI","@","NYK","L (-37)",1,"38:00:00",4,20,0.2,0,1,0,9,9,1,3,3,6,4,1,0,0,2,17,10.6,NA,9,1992-11-28,"Regular Season","Michael","Jordan"
13,13,12,4,1992,29,291,"CHI","","POR","W (+12)",1,"38:00:00",15,25,0.6,1,1,1,7,9,0.778,4,9,13,2,1,0,1,1,38,32.2,NA,9,1992-12-04,"Regular Season","Michael","Jordan"
14,14,12,5,1992,29,292,"CHI","","BOS","W (+7)",1,"37:00:00",8,20,0.4,0,1,0,8,9,0.889,0,3,3,5,2,0,2,2,24,16.4,NA,9,1992-12-05,"Regular Season","Michael","Jordan"
15,15,12,8,1992,29,295,"CHI","@","ATL","L (-9)",1,"46:00:00",14,28,0.5,2,4,0.5,2,2,1,3,9,12,8,1,0,2,5,32,25.4,NA,9,1992-12-08,"Regular Season","Michael","Jordan"
16,16,12,9,1992,29,296,"CHI","","CLE","W (+17)",1,"35:00:00",10,22,0.455,1,3,0.333,7,7,1,2,9,11,10,4,2,3,2,28,29.3,NA,9,1992-12-09,"Regular Season","Michael","Jordan"
17,17,12,11,1992,29,298,"CHI","","HOU","L (-14)",1,"40:00:00",11,23,0.478,1,3,0.333,3,3,1,4,7,11,4,0,1,4,4,26,17.1,NA,9,1992-12-11,"Regular Season","Michael","Jordan"
18,18,12,12,1992,29,299,"CHI","","NJN","W (+6)",1,"41:00:00",13,26,0.5,3,6,0.5,9,12,0.75,0,6,6,3,1,1,2,2,38,26.6,NA,9,1992-12-12,"Regular Season","Michael","Jordan"
19,19,12,15,1992,29,302,"CHI","","CHH","W (+15)",1,"33:00:00",11,21,0.524,3,3,1,0,0,NA,1,3,4,6,3,2,5,1,25,19.5,NA,9,1992-12-15,"Regular Season","Michael","Jordan"
20,20,12,17,1992,29,304,"CHI","@","WSB","W (+8)",1,"40:00:00",12,29,0.414,0,1,0,4,4,1,1,6,7,8,4,2,1,3,28,23.8,NA,9,1992-12-17,"Regular Season","Michael","Jordan"
21,21,12,19,1992,29,306,"CHI","","PHI","L (-2)",1,"42:00:00",11,26,0.423,1,4,0.25,0,0,NA,4,6,10,10,4,1,1,4,23,22.9,NA,9,1992-12-19,"Regular Season","Michael","Jordan"
22,22,12,21,1992,29,308,"CHI","","MIA","W (+4)",1,"43:00:00",6,19,0.316,1,3,0.333,5,6,0.833,3,5,8,3,5,2,2,2,18,16,NA,9,1992-12-21,"Regular Season","Michael","Jordan"
23,23,12,23,1992,29,310,"CHI","","WSB","W (+9)",1,"42:00:00",22,37,0.595,6,8,0.75,7,8,0.875,0,2,2,10,3,1,1,3,57,48.6,NA,9,1992-12-23,"Regular Season","Michael","Jordan"
24,24,12,25,1992,29,312,"CHI","","NYK","W (+12)",1,"41:00:00",15,34,0.441,0,4,0,12,16,0.75,0,8,8,5,3,1,4,2,42,27.4,NA,9,1992-12-25,"Regular Season","Michael","Jordan"
25,25,12,26,1992,29,313,"CHI","@","IND","W (+11)",1,"40:00:00",8,22,0.364,1,3,0.333,0,0,NA,3,6,9,8,1,0,2,5,17,11.3,NA,9,1992-12-26,"Regular Season","Michael","Jordan"
26,26,12,29,1992,29,316,"CHI","@","CHH","W (+11)",1,"42:00:00",9,25,0.36,1,3,0.333,9,10,0.9,4,8,12,11,0,1,3,1,28,23.9,NA,9,1992-12-29,"Regular Season","Michael","Jordan"
27,27,12,30,1992,29,317,"CHI","@","MIA","W (+5)",1,"40:00:00",9,18,0.5,0,1,0,21,24,0.875,1,5,6,8,3,2,1,2,39,39.2,NA,9,1992-12-30,"Regular Season","Michael","Jordan"
28,28,1,2,1993,29,320,"CHI","","IND","W (+9)",1,"40:00:00",14,27,0.519,2,4,0.5,9,11,0.818,3,5,8,5,1,0,2,3,39,29.8,NA,9,1993-01-02,"Regular Season","Michael","Jordan"
29,29,1,5,1993,29,323,"CHI","","LAL","L (-3)",1,"41:00:00",15,31,0.484,1,6,0.167,5,6,0.833,0,4,4,5,2,1,1,4,36,24.7,NA,9,1993-01-05,"Regular Season","Michael","Jordan"
30,30,1,6,1993,29,324,"CHI","@","CLE","L (-22)",1,"34:00:00",10,22,0.455,0,1,0,3,5,0.6,2,6,8,3,1,0,2,1,23,14.7,NA,9,1993-01-06,"Regular Season","Michael","Jordan"
31,31,1,8,1993,29,326,"CHI","","MIL","W (+25)",1,"35:00:00",15,26,0.577,2,5,0.4,3,3,1,3,5,8,7,4,0,2,2,35,32.5,NA,9,1993-01-08,"Regular Season","Michael","Jordan"
32,32,1,9,1993,29,327,"CHI","@","PHI","L (-13)",1,"44:00:00",13,36,0.361,0,4,0,4,4,1,2,9,11,6,2,0,3,5,30,15.3,NA,9,1993-01-09,"Regular Season","Michael","Jordan"
33,33,1,12,1993,29,330,"CHI","@","ORL","W (+16)",1,"37:00:00",9,22,0.409,0,1,0,5,6,0.833,2,6,8,4,3,3,3,0,23,18.9,NA,9,1993-01-12,"Regular Season","Michael","Jordan"
34,34,1,15,1993,29,333,"CHI","","GSW","W (+21)",1,"38:00:00",10,19,0.526,1,2,0.5,5,5,1,2,10,12,10,5,2,2,1,26,32.1,NA,9,1993-01-15,"Regular Season","Michael","Jordan"
35,35,1,16,1993,29,334,"CHI","","ORL","L (-4)",1,"47:00:00",27,49,0.551,1,5,0.2,9,11,0.818,4,2,6,1,5,0,2,5,64,44.8,NA,9,1993-01-16,"Regular Season","Michael","Jordan"
36,36,1,18,1993,29,336,"CHI","","BOS","W (+10)",1,"30:00:00",10,22,0.455,0,1,0,9,10,0.9,4,4,8,3,4,1,2,1,29,25.6,NA,9,1993-01-18,"Regular Season","Michael","Jordan"
37,37,1,21,1993,29,339,"CHI","@","NJN","W (+13)",1,"39:00:00",12,24,0.5,2,4,0.5,4,4,1,1,2,3,4,4,0,3,2,30,22.3,NA,9,1993-01-21,"Regular Season","Michael","Jordan"
38,38,1,22,1993,29,340,"CHI","","CHH","L (-8)",1,"43:00:00",10,26,0.385,0,2,0,8,11,0.727,2,4,6,2,3,1,1,4,28,17.7,NA,9,1993-01-22,"Regular Season","Michael","Jordan"
39,39,1,24,1993,29,342,"CHI","@","SAS","L (-4)",1,"44:00:00",16,35,0.457,0,2,0,10,11,0.909,5,6,11,3,4,2,4,3,42,31.1,NA,9,1993-01-24,"Regular Season","Michael","Jordan"
40,40,1,26,1993,29,344,"CHI","@","DAL","W (+35)",1,"27:00:00",7,15,0.467,1,4,0.25,0,0,NA,2,8,10,4,3,0,3,3,15,12.7,NA,9,1993-01-26,"Regular Season","Michael","Jordan"
41,41,1,28,1993,29,346,"CHI","@","HOU","L (-11)",1,"39:00:00",12,27,0.444,1,1,1,1,2,0.5,0,6,6,4,5,0,3,2,26,17.3,NA,9,1993-01-28,"Regular Season","Michael","Jordan"
42,42,1,30,1993,29,348,"CHI","@","DEN","L (-7)",1,"41:00:00",14,31,0.452,0,2,0,11,15,0.733,3,4,7,5,4,1,3,2,39,29,NA,9,1993-01-30,"Regular Season","Michael","Jordan"
43,43,2,1,1993,29,350,"CHI","@","UTA","W (+4)",1,"43:00:00",13,28,0.464,1,3,0.333,10,14,0.714,3,4,7,2,1,1,4,0,37,23.4,NA,9,1993-02-01,"Regular Season","Michael","Jordan"
44,44,2,3,1993,29,352,"CHI","@","SAC","W (+19)",1,"39:00:00",14,26,0.538,2,2,1,6,7,0.857,0,3,3,2,2,2,3,5,36,23.7,NA,9,1993-02-03,"Regular Season","Michael","Jordan"
45,45,2,4,1993,29,353,"CHI","@","LAC","W (+2)",1,"47:00:00",13,34,0.382,0,3,0,7,7,1,2,4,6,4,2,1,3,5,33,17.5,NA,9,1993-02-04,"Regular Season","Michael","Jordan"
46,46,2,7,1993,29,356,"CHI","@","POR","W (+10)",1,"43:00:00",13,28,0.464,4,7,0.571,4,6,0.667,3,8,11,5,2,2,1,1,34,28.8,NA,9,1993-02-07,"Regular Season","Michael","Jordan"
47,47,2,10,1993,29,359,"CHI","@","IND","W (+11)",1,"42:00:00",16,27,0.593,1,3,0.333,7,9,0.778,1,8,9,8,6,0,3,2,40,37.6,NA,9,1993-02-10,"Regular Season","Michael","Jordan"
48,48,2,13,1993,29,362,"CHI","","CLE","L (-5)",1,"43:00:00",12,22,0.545,0,3,0,1,2,0.5,1,5,6,5,3,1,3,2,25,19.6,NA,9,1993-02-13,"Regular Season","Michael","Jordan"
49,49,2,15,1993,29,364,"CHI","","SAC","W (+18)",1,"37:00:00",12,21,0.571,0,2,0,8,10,0.8,3,5,8,6,3,1,3,3,32,28.6,NA,9,1993-02-15,"Regular Season","Michael","Jordan"
50,50,2,17,1993,30,0,"CHI","","UTA","W (+18)",1,"34:00:00",10,25,0.4,2,6,0.333,5,7,0.714,4,4,8,6,3,0,3,2,27,20.1,NA,9,1993-02-17,"Regular Season","Michael","Jordan"
51,51,2,23,1993,30,6,"CHI","","MIL","W (+4)",1,"41:00:00",15,26,0.577,0,1,0,4,6,0.667,1,2,3,4,3,1,2,3,34,25.6,NA,9,1993-02-23,"Regular Season","Michael","Jordan"
52,52,2,25,1993,30,8,"CHI","@","ORL","W (+2)",1,"41:00:00",13,29,0.448,1,3,0.333,9,10,0.9,0,4,4,4,4,0,2,3,36,25.3,NA,9,1993-02-25,"Regular Season","Michael","Jordan"
53,53,2,27,1993,30,10,"CHI","","ATL","W (+20)",1,"36:00:00",13,27,0.481,3,4,0.75,5,5,1,2,7,9,8,2,0,2,1,34,29,NA,9,1993-02-27,"Regular Season","Michael","Jordan"
54,54,3,2,1993,30,13,"CHI","@","NJN","W (+7)",1,"40:00:00",8,17,0.471,1,3,0.333,7,9,0.778,3,6,9,8,1,0,6,4,24,17.4,NA,9,1993-03-02,"Regular Season","Michael","Jordan"
55,55,3,9,1993,30,20,"CHI","","SEA","W (+3)",1,"41:00:00",15,28,0.536,0,3,0,8,9,0.889,2,2,4,9,6,1,2,3,38,35.8,NA,9,1993-03-09,"Regular Season","Michael","Jordan"
56,56,3,11,1993,30,22,"CHI","@","MIA","L (-2)",1,"38:00:00",11,25,0.44,1,2,0.5,6,6,1,0,5,5,8,0,0,1,5,29,20,NA,9,1993-03-11,"Regular Season","Michael","Jordan"
57,57,3,12,1993,30,23,"CHI","","CHH","W (+15)",1,"43:00:00",21,35,0.6,2,4,0.5,8,9,0.889,3,6,9,5,2,1,0,3,52,44.4,NA,9,1993-03-12,"Regular Season","Michael","Jordan"
58,58,3,14,1993,30,25,"CHI","@","DET","L (-2)",1,"43:00:00",11,25,0.44,1,3,0.333,5,6,0.833,0,5,5,6,1,0,0,1,28,20.8,NA,9,1993-03-14,"Regular Season","Michael","Jordan"
59,59,3,15,1993,30,26,"CHI","","LAC","W (+7)",1,"38:00:00",10,22,0.455,0,1,0,3,4,0.75,3,6,9,4,4,0,7,3,23,13.7,NA,9,1993-03-15,"Regular Season","Michael","Jordan"
60,60,3,19,1993,30,30,"CHI","","WSB","W (+5)",1,"39:00:00",9,27,0.333,0,0,NA,7,7,1,1,2,3,5,2,1,0,4,25,15.6,NA,9,1993-03-19,"Regular Season","Michael","Jordan"
61,61,3,20,1993,30,31,"CHI","@","WSB","W (+25)",1,"31:00:00",16,27,0.593,2,2,1,13,15,0.867,0,8,8,4,2,0,1,2,47,39.1,NA,9,1993-03-20,"Regular Season","Michael","Jordan"
62,62,3,23,1993,30,34,"CHI","","MIN","W (+7)",1,"42:00:00",12,21,0.571,4,6,0.667,6,6,1,1,4,5,7,5,1,3,1,34,33.2,NA,9,1993-03-23,"Regular Season","Michael","Jordan"
63,63,3,24,1993,30,35,"CHI","@","PHI","W (+13)",1,"39:00:00",20,29,0.69,2,4,0.5,1,2,0.5,0,2,2,4,3,0,5,2,43,30.9,NA,9,1993-03-24,"Regular Season","Michael","Jordan"
64,64,3,26,1993,30,37,"CHI","","ORL","W (+21)",1,"33:00:00",5,14,0.357,0,0,NA,8,8,1,0,7,7,6,2,0,1,1,18,17.1,NA,9,1993-03-26,"Regular Season","Michael","Jordan"
65,65,3,30,1993,30,41,"CHI","","PHO","L (-4)",1,"40:00:00",19,31,0.613,0,6,0,6,7,0.857,0,3,3,5,4,0,3,1,44,34.5,NA,9,1993-03-30,"Regular Season","Michael","Jordan"
